사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2021-01,분당선,330,구성,54,1,2031,315,6281,1992,16519,3990,15932,6750,8716,3176,5782,2494,5190,3253,5143,3420,5153,3687,4928,4067,4593,4755,4825,6517,5884,9055,5834,16137,2754,15249,2392,9459,2199,8803,1144,5861,219,2156,5,137,0,0,0,0,0,0
2021-01,분당선,331,신갈,53,0,2101,318,6603,1672,15470,2370,14916,4590,8183,2520,5753,2227,5323,2644,4787,3489,5390,4015,4946,4205,4183,5086,4935,5350,4508,8173,3932,14049,1894,12647,1329,8078,1527,8366,727,5270,168,1900,1,79,0,0,0,0,0,0
2021-01,분당선,332,기흥,143,0,4490,346,11258,3674,29440,6782,28979,10201,14573,5490,10009,4869,9280,5696,9467,6203,9748,7793,9063,7656,9223,9019,10351,10104,12197,15879,13948,31170,7476,26575,6830,15834,6903,17128,3375,10319,838,4233,13,278,0,0,0,0,0,0
2021-01,분당선,333,상갈,21,1,2239,314,7011,1748,16070,6162,16212,7441,9363,4205,6003,3104,5515,3106,5897,3438,5903,4693,4808,4244,5110,5066,6096,6576,7561,9142,8494,15389,4325,13839,3092,9426,3378,10884,1351,5517,330,2157,3,222,0,1,0,0,0,0
2021-01,분당선,334,청명,8,0,1991,715,5845,1220,13877,4187,13432,6431,6295,2803,4257,2147,4093,2177,4163,2682,3939,3109,3493,3563,3920,3858,4558,4580,5523,6773,7077,12140,3042,10943,2080,7147,2240,8098,1179,4122,336,1604,4,123,0,0,0,0,0,0
2021-01,분당선,335,영통,48,0,1792,888,6277,2838,13935,6839,13999,18516,7599,12318,6916,7556,7388,7630,7924,8696,9145,9640,9053,9551,10713,9993,11716,10186,15084,14065,18807,20140,10216,14723,11489,9706,13044,10506,4249,6275,1286,2557,26,205,0,0,0,0,0,0
2021-01,분당선,336,망포,35,0,4061,2015,15582,7619,37667,19710,35219,39922,16393,14892,11057,7701,10687,7509,11977,8637,11828,9582,10927,9513,12633,11354,15555,13168,26675,18519,38438,34647,16396,35853,13866,22230,12668,21455,5405,10855,1529,4114,31,280,0,0,0,0,0,0
2021-01,분당선,337,매탄권선,36,1,2671,624,7530,1679,15833,3496,14067,6865,7202,3521,4562,2741,4447,2418,4587,3002,4697,3296,4165,3358,4628,4488,5315,5514,6764,7722,7160,14997,3457,13076,2705,8250,2850,8660,1308,4914,397,1990,10,123,0,0,0,0,0,0
2021-01,분당선,338,수원시청,141,2,3277,1052,9006,4823,22542,12778,20795,37848,11601,22392,8879,12888,10837,10639,13013,14534,12482,15182,13106,13700,15892,13981,19210,16155,23159,21290,33823,33286,16667,23479,17392,15076,20824,13112,6349,8862,1754,3683,33,370,0,0,0,0,0,0
2021-01,분당선,339,매교,186,0,1930,667,3422,2867,6764,2559,7753,5215,3787,2588,2658,2076,2645,2193,2692,2758,2857,2740,2712,2812,2924,2872,3944,4011,4805,5247,4531,7478,1981,4676,1454,3599,1461,3881,615,1966,178,788,4,91,0,0,0,0,0,0
2021-01,일산선,374,원흥,132,0,4309,432,11175,4295,27617,5398,30699,11007,15509,7434,10592,5282,9765,5756,9991,6864,10158,8532,9406,8482,9290,10058,10095,11360,11122,16385,11982,23958,5075,26114,5118,13908,5141,15502,1988,8580,500,2644,3,72,0,0,0,0,0,0
2021-01,일산선,375,지축,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01,일산선,376,삼송,344,2,5471,948,21308,9708,56977,11393,58572,19788,29143,14112,19773,11425,18288,13450,18423,16345,19130,17558,16955,18419,17891,21894,20655,24281,22888,30775,22841,52723,13174,48987,12225,29430,15123,29279,3808,15261,724,3885,2,131,0,0,0,0,0,0
2021-01,일산선,377,원당,152,0,6755,692,15518,4144,34736,5850,36411,10425,19599,6588,13563,6076,12499,7614,12757,8856,12770,9043,11539,10574,10687,12812,11207,14938,11413,19737,12016,29934,5684,30367,4261,17625,4208,20654,1761,11114,338,3434,0,3,0,0,0,0,0,0
2021-01,일산선,378,화정,66,0,7818,1172,19401,5034,41895,8276,44021,21951,24132,16338,18557,14239,18819,15718,20794,17770,20683,19608,20129,20167,20006,25328,19788,25029,20890,31715,23068,47028,12450,40275,13642,24725,13380,26554,4463,15020,963,4226,0,0,0,0,0,0,0,0
2021-01,일산선,379,대곡,1,0,528,81,1733,675,5153,1258,4443,2175,2372,1208,1540,994,1423,951,1606,1238,1726,1156,1673,1098,1658,1422,2003,1491,2637,1760,3371,3584,1204,2555,792,1378,1025,1776,500,980,224,575,2,18,0,0,0,0,0,0
2021-01,일산선,380,백석,62,1,2996,2074,7830,4594,17421,9823,18313,23569,11539,12931,10627,10728,11300,9779,12090,11055,12115,12380,12896,12764,15042,12597,15034,13869,18263,16026,22145,20614,10837,20091,10307,11484,9545,10951,3058,7350,1046,2310,1,1,0,0,0,0,0,0
2021-01,일산선,381,마두,7,0,2344,992,7250,3478,13140,6651,11911,17787,7809,11376,7892,8047,8696,7509,8959,6908,9294,9986,9949,9641,11029,8969,10412,8971,11554,10147,15431,14052,6485,13881,5022,8223,5754,7621,1660,5555,410,1908,1,3,0,0,0,0,0,0
2021-01,일산선,382,정발산,32,1,1225,672,4123,2699,7427,4448,7910,15805,5341,14283,5253,9572,6487,8087,7295,8976,8590,12128,9887,10508,11642,10373,11719,10190,14263,10807,18537,12766,9763,9281,12369,4895,10500,4467,2940,2980,518,1315,0,0,0,0,0,0,0,0
2021-01,일산선,383,주엽,63,1,3974,868,11812,2477,20990,5464,18682,12032,11918,9535,10038,8122,10514,8465,10438,8417,10389,10829,10504,10213,11854,11923,11051,11483,10889,12553,11694,18923,5800,20855,6181,11703,4850,10487,1881,6942,335,3000,0,89,0,0,0,0,0,0
2021-01,일산선,384,대화,98,0,5325,1110,20416,3747,45655,10641,35015,14661,19356,9234,15092,7401,13548,7662,13598,8836,13263,10356,12275,10042,12374,12118,12243,12586,14178,15267,15731,24127,7804,27369,6940,18146,5735,16085,2789,12859,565,3119,4,917,1,1,0,0,0,0
2021-01,중앙선,135,회기,467,5,7992,2525,15491,8275,41272,20140,54271,36447,33327,23753,25328,20588,26283,18172,28261,21192,27241,25332,28702,25218,32522,25797,32557,28960,38726,37517,33776,54457,18974,44128,17982,27155,19495,35208,8838,20553,3604,7979,74,1129,0,0,0,0,0,0
2021-01,중앙선,152,중랑,75,1,4549,374,7275,1780,17855,2398,16164,4711,10634,3538,6682,3326,6544,3760,6205,4843,6759,4902,6204,5676,5653,7222,5610,8710,5209,11468,5435,18128,3414,12566,2824,8817,2760,8314,1070,5416,358,1857,6,124,0,0,0,0,0,0
2021-01,중앙선,153,상봉(시외버스터미널),378,12,4724,661,6580,1785,16051,3652,18534,6421,10014,4414,6953,3775,5870,4543,6895,5425,6151,5653,6199,6020,5878,7347,5989,7919,6511,10530,7381,18552,4779,16907,3998,9352,3593,9326,1599,5586,591,2320,15,449,0,0,0,0,0,0
2021-01,중앙선,154,망우,166,0,5354,689,9184,2111,21946,4334,19864,10915,11522,5892,8386,6174,8323,6296,9282,6899,8920,7748,8621,9035,8222,9919,8864,11898,9349,14749,9332,22633,6359,16234,4770,10787,4144,9487,1498,5938,532,2431,6,189,0,0,0,0,0,0
2021-01,중앙선,155,양원,10,0,1196,211,1566,1579,3868,2161,2912,3260,1998,1246,1563,1463,1572,1550,1614,1118,1587,1360,1543,1247,1647,1616,2591,1841,3027,1970,1741,3096,770,2380,529,1758,428,1498,298,1020,51,397,0,30,0,0,0,0,0,0
2021-01,중앙선,156,구리,508,4,6943,1270,16146,5475,45693,6867,38928,15907,18949,13281,13846,11829,13605,10669,14626,10972,13795,13791,13470,13687,13632,16569,15449,18318,16534,24125,17040,39316,10364,39458,10283,20869,8364,20238,2583,12581,684,4853,6,222,0,0,0,0,0,0
2021-01,중앙선,157,도농,506,5,5411,971,13751,4606,40325,5753,30951,9300,15737,6062,10818,5060,10155,5258,9838,6416,9393,7067,8414,7637,8011,9708,9777,11228,9930,17112,10046,27500,4969,28446,4094,15176,3777,15187,1711,8902,459,3720,5,464,0,0,0,0,0,0
2021-01,중앙선,158,양정,30,0,248,121,504,671,1512,1423,1201,2187,778,805,620,588,674,673,690,637,763,554,917,556,836,607,1252,702,2173,841,2278,1039,843,889,328,501,232,447,124,239,21,125,3,15,0,0,0,0,0,0
2021-01,중앙선,159,덕소,1128,2,2635,480,7580,1403,18867,2156,15531,5781,9467,4028,7415,3554,6666,3795,6692,4971,7111,5761,6464,5584,5766,7065,5814,7956,5414,11740,5226,15612,2812,15332,2779,8354,2708,9602,1208,6024,283,2722,7,460,0,0,0,0,0,0
2021-01,중앙선,160,도심,3,1,1218,239,4136,750,10250,1207,6443,4008,3768,1513,2685,1464,2325,1159,2635,1579,2698,1615,2142,1368,1946,2463,2182,1808,2444,4279,2889,4238,1288,5442,1005,2693,927,2753,451,2652,97,861,0,2,0,0,0,0,0,0
2021-01,중앙선,161,팔당,0,0,110,55,418,386,849,957,1083,1723,804,2584,697,2710,775,2083,937,1954,1184,1308,1708,1387,1959,1451,2276,1225,2399,1182,2056,1330,1440,844,1454,485,1456,396,379,365,80,115,0,0,0,0,0,0,0,0
2021-01,중앙선,162,운길산,0,0,97,39,353,265,956,347,999,981,849,1484,684,1771,762,1398,876,1714,1242,1094,1718,1143,2251,775,2025,729,1870,717,1072,655,457,944,442,439,202,556,75,360,24,109,0,0,0,0,0,0,0,0
2021-01,중앙선,163,양수,0,0,483,113,1218,410,4015,826,2292,1850,2961,1928,1911,2117,2058,1836,2187,2209,2430,2687,2500,2568,3115,2270,2825,2501,2849,2604,2288,2812,974,2920,779,2236,603,2146,267,1335,108,525,0,12,0,0,0,0,0,0
2021-01,중앙선,164,신원,0,0,83,6,138,57,301,430,217,227,223,299,191,460,188,394,332,193,344,232,428,236,621,241,536,186,354,224,544,223,60,194,50,131,32,116,15,72,3,34,0,6,0,0,0,0,0,0
2021-01,중앙선,165,국수,0,0,412,56,801,100,1346,292,1060,726,1360,983,930,808,786,792,946,882,1081,783,952,740,1021,951,1060,1008,679,1006,631,1150,328,1116,263,1026,157,1004,75,525,17,184,3,24,0,0,0,0,0,0
2021-01,중앙선,166,아신,2,0,293,9,473,59,1224,356,920,603,752,566,821,473,663,491,615,705,695,537,614,598,625,667,756,646,574,1099,695,959,330,872,160,599,177,774,122,351,15,218,1,29,0,0,0,0,0,0
2021-01,중앙선,167,오빈,1,0,106,2,405,173,566,211,490,323,461,282,501,280,416,293,317,319,387,274,307,254,304,349,378,375,456,651,344,500,170,343,79,270,57,370,11,277,2,84,0,16,0,0,0,0,0,0
2021-01,중앙선,168,양평,11,1,981,30,2416,934,4364,1780,3287,4287,2828,2418,3587,2786,3285,3568,3437,3347,3804,3101,3953,3818,3854,4064,4420,3439,4262,4251,4383,4509,1842,3152,2045,3879,1796,2065,752,1662,75,1275,12,215,0,0,0,0,0,0
2021-01,중앙선,169,원덕,15,0,228,4,346,49,470,125,587,291,518,221,489,358,428,485,417,512,448,302,520,457,531,515,558,457,426,641,281,427,128,398,70,279,39,308,14,203,2,89,6,26,0,0,0,0,0,0
2021-01,중앙선,170,용문,274,2,497,4,1316,196,1897,1011,2513,1791,1905,1248,2278,1919,2118,3417,2723,4521,3558,2474,3703,3524,4099,3092,3513,2385,2609,2837,1741,2222,985,1743,613,1915,544,1210,170,774,1,649,0,181,0,0,0,0,0,0
2021-01,중앙선,171,지평,0,0,0,0,0,0,188,58,131,72,2,0,289,190,0,1,0,0,26,65,252,224,2,6,43,28,36,90,25,88,104,178,0,2,7,42,4,24,0,0,0,0,0,0,0,0,0,0
2021-01,장항선,224,봉명,10,0,813,209,1171,638,2168,2700,1543,2947,1421,2040,1909,1564,1856,1093,1762,1274,1274,1630,1741,1375,1955,1249,1495,888,2524,1644,1309,1348,766,1155,560,837,466,935,290,560,362,363,8,49,0,0,0,0,0,0
2021-01,장항선,225,쌍용(나사렛대),19,0,1535,155,2571,572,5345,1281,4102,2854,1887,1636,1943,1323,1948,1435,1939,1769,2032,1801,2234,1728,1864,2261,1883,1592,2837,3971,2308,3335,1346,3818,1279,2429,1037,1991,659,1296,380,1029,4,96,0,0,0,0,0,0
2021-01,장항선,226,아산,22,0,567,438,1282,1633,4802,3643,4205,4954,2115,3090,2216,2849,2603,2695,2945,3391,2943,3300,3979,3265,4537,3298,3741,2298,4916,5011,6256,4292,4693,4030,2925,2712,3302,2272,2251,1129,1057,711,10,78,0,0,0,0,0,0
2021-01,장항선,227,배방,40,0,705,155,1281,537,1466,784,1739,1463,1231,1025,854,676,1057,905,1106,983,1220,1172,1502,950,1107,1247,1184,1300,1805,1844,1675,1695,1065,1883,662,1189,720,1327,480,704,227,576,0,14,0,0,0,0,0,0
2021-01,장항선,228,온양온천,409,1,1169,352,2903,1660,4803,2624,6410,5962,5024,4114,3854,4724,5507,6777,5267,6433,7598,5055,6847,4994,6605,5805,5143,5077,4873,5625,6818,5734,2458,5256,2209,3436,2017,3638,1011,2477,462,1420,0,67,0,0,0,0,0,0
2021-01,장항선,229,신창(순천향대),154,0,288,10,637,246,1280,890,1293,2550,1136,1002,1123,1085,1147,1164,1230,1142,1372,1031,1646,995,1658,1269,1803,1273,2031,1121,2065,1628,757,1397,600,1072,567,1003,238,1071,100,710,1,31,0,0,0,0,0,0
2021-01,경의선,173,신촌,0,0,121,5,309,687,461,2947,329,3477,399,2246,389,1132,445,826,625,761,530,1438,560,689,890,640,1461,519,2840,685,2578,814,1623,614,789,368,1046,266,442,44,137,174,0,14,0,0,0,0,0,0
2021-01,경의선,174,효창공원앞,1,0,393,131,1493,1531,3703,4120,5067,12869,3401,8848,2344,2886,2114,2421,2516,2485,2593,2455,2668,2542,2746,2713,3783,2995,5360,3924,11359,5929,5137,4931,2957,3282,2500,4346,1013,1913,459,874,2,72,0,0,0,0,0,0
2021-01,경의선,176,서강대,4,1,228,52,1034,931,2216,1881,2740,5495,2185,4003,1673,2076,1952,2120,1978,2088,2070,2141,2116,2285,2389,2069,3370,2350,4119,2571,4599,3078,2644,2374,2546,1539,2870,2054,1136,951,507,504,4,40,0,0,0,0,0,0
2021-01,경의선,178,가좌,0,0,1897,224,5302,2614,15044,2907,18678,6074,7844,5422,5692,3733,5275,3975,5801,4109,5650,5484,5491,5514,5454,6111,6768,7790,6451,8798,6552,14264,3741,12615,2675,6802,2715,5961,1383,4379,424,1761,1,174,0,0,0,0,0,0
2021-01,경의선,180,수색,0,0,647,353,1553,2287,2867,4173,3130,12270,2134,6532,1462,2752,1563,1635,1611,1790,1742,2380,2123,1833,2235,1817,3089,2014,6126,3047,9870,2596,4684,2621,2724,1542,2049,1455,1145,937,314,384,21,47,0,0,0,0,0,0
2021-01,경의선,181,화전,0,0,422,174,943,634,2775,1577,2862,3680,1691,2241,1215,1440,1855,1206,1406,1371,1604,1923,1625,1550,1641,1326,2730,1451,3286,1749,2538,2222,1727,2195,949,1280,745,1515,411,833,221,328,17,118,1,1,0,0,0,0
2021-01,경의선,182,강매,0,0,1496,212,4309,856,13520,966,12792,2668,5793,996,3551,918,2949,1289,2910,1384,2570,1761,2353,2156,2221,2319,2357,3475,2082,4795,2733,8672,936,9672,650,5577,774,5403,394,3314,102,996,1,263,0,0,0,0,0,0
2021-01,경의선,183,행신,3,1,2463,624,9442,3118,30556,3946,26239,7861,10834,5029,7256,3622,7375,4413,7376,4875,6534,5908,5771,5892,5480,6399,7051,9340,9080,12666,7678,29612,4153,24694,4528,11231,4061,12784,2457,6611,751,2229,40,676,0,0,0,0,0,0
2021-01,경의선,184,능곡,0,0,1909,279,5081,1700,12239,1895,11876,3597,6431,2319,4536,2078,4009,2299,3792,2718,4017,2857,3471,3247,3191,3606,3664,4729,3912,5844,3919,9776,2174,8761,1536,5244,1348,5989,726,3472,210,1435,3,639,0,0,0,0,0,0
2021-01,경의선,185,곡산,0,0,167,209,598,379,1133,776,1001,1727,497,755,523,415,462,370,467,464,511,426,539,467,711,516,718,612,996,651,1344,1143,404,802,357,509,284,548,150,285,39,77,1,10,0,0,0,0,0,0
2021-01,경의선,186,백마,0,0,2678,880,11545,1943,26471,4811,18800,8431,8824,4284,6323,3492,5990,3084,6600,4306,5960,4359,5576,4569,5944,5903,6092,6303,6483,8150,8496,20621,3364,20486,2552,11254,3871,11465,1382,7001,438,2619,3,121,0,0,0,0,0,0
2021-01,경의선,187,풍산,2,1,2712,287,7740,1299,17418,3294,13876,5941,8242,4216,5643,3291,5480,3435,5516,4184,5614,4951,5343,4374,5865,5109,5749,6226,5678,8109,6644,15336,3183,12377,3325,9157,3453,8783,1405,5577,300,2190,9,164,0,0,0,0,0,0
2021-01,경의선,188,일산,2,0,5010,751,16520,3147,36895,4326,24971,8814,12704,5659,8400,4569,8502,5163,9463,6350,8628,7921,8289,8239,8243,8121,8377,10544,7240,13755,9340,28375,4945,30667,3636,13353,4009,15523,1823,10097,430,3218,17,823,0,0,0,0,0,0
2021-01,경의선,189,탄현,44,1,3537,501,15222,1933,29401,4455,19094,7331,10088,4359,7506,3580,7166,4078,7649,4756,6938,5113,6508,6455,6961,6581,6891,7839,6608,12925,8385,22298,4297,25801,3758,11974,4231,12664,1818,7566,576,3629,36,874,0,0,0,0,0,0
2021-01,경의선,190,야당,17,0,2741,271,9968,1879,18144,3274,15208,6071,7804,4945,6230,3481,6040,3895,6209,4289,5946,4846,5948,6050,6245,6561,6519,7564,6238,11550,7188,16892,4778,16591,4890,8645,5901,9111,2011,5655,587,2754,59,569,0,0,0,0,0,0
2021-01,경의선,191,운정,17,0,2499,238,11290,2587,21982,5180,17168,8194,7904,3746,6243,3039,5571,3207,5966,3831,5563,3942,5253,5026,5248,5758,6477,6885,7244,9742,8178,16453,3510,17240,2645,9308,2402,8782,1316,5929,303,2239,22,431,0,0,0,0,0,0
2021-01,경의선,192,금릉,18,0,2075,231,6527,1609,12663,3844,8967,8190,5786,4191,4474,2893,4889,2838,4928,3767,4737,3636,4553,4451,4807,4891,4940,5340,6566,6616,7335,10300,3301,10462,3105,5291,2713,6170,1177,4088,177,1763,7,333,0,0,0,0,0,0
2021-01,경의선,193,금촌,23,0,2727,175,7381,2882,13950,8396,12090,12533,7840,6337,6609,5208,7219,4850,7633,6496,7786,7084,7187,6891,7417,8048,7872,8334,9252,9499,11946,12979,5508,11234,4489,7505,4076,8089,1830,5055,338,2020,28,412,0,0,0,0,0,0
2021-01,경의선,194,월롱,19,0,348,18,531,2391,1550,8110,1480,7656,1209,1929,1066,1358,1357,1005,1550,1600,1848,1145,1493,1164,1915,1282,2923,1525,6730,1698,10137,1925,3446,1957,2573,1573,1889,1886,635,1140,72,646,2,124,0,0,0,0,0,0
2021-01,경의선,195,파주,32,1,694,9,910,474,1878,1282,1732,2957,1020,544,922,607,984,771,1052,720,1174,654,994,600,1236,757,1293,768,1796,864,2773,957,634,1062,336,848,506,706,256,519,20,339,2,52,0,0,0,0,0,0
2021-01,경의선,196,문산,752,6,2170,7,6195,1791,12137,4842,9268,10427,6271,3887,5301,3929,5496,4056,6174,5345,6153,5434,6214,5222,5857,7029,6181,6581,7636,7117,8512,9053,3360,8472,2939,7852,2622,5614,980,4376,66,2036,0,686,0,0,0,0,0,0
2021-01,경의선,197,임진강,0,0,0,0,0,0,0,0,0,0,3,50,31,97,1,1,0,0,0,0,0,0,47,94,67,7,254,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01,경의선,198,서울역,2,0,668,6,743,4887,2096,20188,1571,22612,1182,12314,981,4020,1096,3236,1713,2350,2048,4142,2330,2054,3211,1982,4961,1734,12660,2910,21507,3033,8187,2048,5252,1892,3713,836,249,89,712,591,1,30,0,0,0,0,0,0
2021-01,경의선,199,공덕,13,0,429,91,1564,1293,3323,4667,4022,14990,2541,7464,2186,2311,2608,2419,3141,2217,2989,2191,3179,2447,3299,2518,4287,2829,7470,3495,14448,4683,6189,3392,5635,1960,6346,2754,1371,1102,423,562,1,68,0,0,0,0,0,0
2021-01,경의선,200,홍대입구,3,0,118,43,448,442,1050,1775,1197,4844,864,2989,796,2076,884,2106,1073,2454,1312,2525,1567,2482,1728,2265,2286,2751,3295,2176,4519,2921,2863,2098,3193,992,5465,1330,1212,667,422,394,3,44,0,0,0,0,0,0
2021-01,경의선,201,디지털미디어시티,1,0,741,370,1616,1861,6968,1623,6908,3283,3577,2119,2267,1253,2307,1313,2457,1633,2301,1883,2321,1836,2342,1946,3437,2807,3643,4013,4111,7514,2211,6415,1613,3273,1413,3384,814,2060,270,714,4,74,0,0,0,0,0,0
2021-01,경의선,203,계양,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01,경의선,204,검암,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01,경춘선,205,신내,15,0,492,349,1358,2634,3687,1908,3498,3910,1668,1192,1294,1122,1426,1111,1424,1063,1618,1363,1455,1269,1608,1771,2341,1657,3243,2383,3010,3343,1167,2710,640,1139,638,1462,438,733,175,352,1,39,0,0,0,0,0,0
2021-01,경춘선,206,갈매,5,0,1091,268,3193,1210,14660,2133,8348,3570,4807,1970,2783,1936,2203,1421,2990,1697,2722,2235,2725,1949,2523,3077,2726,2914,2711,4618,3671,9313,1671,7368,1563,4074,2292,3729,780,2167,251,721,2,208,0,0,0,0,0,0
2021-01,경춘선,207,별내,22,0,725,804,1826,2927,7805,3392,6030,4745,3321,2725,2664,2307,2376,2210,2759,2291,2637,2506,2818,2222,3252,3095,4375,3236,4903,4400,4568,6771,2099,5881,2148,2998,2151,2261,955,1856,378,543,9,107,0,0,0,0,0,0
2021-01,경춘선,208,퇴계원,7,0,2019,416,4456,1441,15692,3050,10296,3601,6720,1938,4273,2016,3492,2103,3847,2524,3623,2847,3112,2836,3355,3033,3091,4540,3687,7388,4590,10576,2012,9615,1377,5879,1491,4418,657,3987,205,1171,13,350,0,0,0,0,0,0
2021-01,경춘선,209,사릉,36,0,2041,448,4356,1784,13491,4281,10235,5747,5151,2009,3320,1957,3227,1848,3180,1991,3122,1972,2548,2704,2896,2497,2599,3667,3838,5309,6084,8871,2110,11523,1174,4882,1162,4348,520,3129,220,1019,6,201,0,0,0,0,0,0
2021-01,경춘선,210,금곡,1,0,980,191,1856,733,3676,1330,3509,3679,2162,1359,1924,1086,1860,1098,1711,1330,2040,1113,1650,1868,1594,1529,1555,1887,2053,2530,2988,3109,1000,3069,709,1316,586,1702,316,972,106,443,3,91,0,0,0,0,0,0
2021-01,경춘선,211,평내호평,404,4,3974,858,8202,1585,22236,3762,14390,8070,7619,4980,6694,3902,6025,3939,6417,5113,6257,5170,5249,6136,5836,5831,6297,6840,6540,11064,7042,14687,4190,17942,3877,8826,4185,7819,1782,5824,546,2330,7,686,0,0,0,0,0,0
2021-01,경춘선,212,천마산,4,0,772,211,2932,363,5382,1254,3899,1278,3221,1064,2482,1120,1899,1276,2181,1525,1996,1626,1898,1668,1686,2248,1665,2047,1373,2666,1540,4228,645,3865,477,2730,456,2405,352,1213,63,511,1,101,0,0,0,0,0,0
2021-01,경춘선,213,마석,15,0,1042,268,5213,1943,11708,4459,7820,5745,5685,3545,4697,2638,4126,3236,4883,3101,4124,4145,4029,3803,3725,4586,4714,4086,4625,5531,5751,7433,2434,11057,2236,5097,1988,4529,1056,3154,300,1005,9,308,0,0,0,0,0,0
2021-01,경춘선,214,대성리,0,0,88,31,221,128,553,599,624,691,523,406,486,503,824,641,676,541,643,676,666,614,751,596,1090,664,1265,573,847,502,340,453,210,408,146,245,71,172,45,121,0,3,0,0,0,0,0,0
2021-01,경춘선,215,청평,1,0,554,56,1278,413,2043,904,2353,1753,1972,1309,2039,1558,2719,1333,2206,2038,1832,1766,1866,1998,1850,2177,1817,2254,2132,2505,1864,2309,716,2075,704,1566,447,1118,210,728,48,424,0,71,0,0,0,0,0,0
2021-01,경춘선,216,상천,0,0,65,22,198,96,343,73,451,366,311,346,290,520,310,514,311,412,335,285,580,315,616,304,613,299,564,282,222,233,143,313,61,168,48,169,5,75,2,43,0,11,0,0,0,0,0,0
2021-01,경춘선,217,가평,0,0,427,100,982,555,1647,1268,2301,3137,1776,1543,1963,1228,2871,1704,2037,1790,1671,2148,1914,2340,1786,2401,2083,1636,2470,2117,2591,1931,979,1878,839,1079,785,1046,216,740,125,378,10,80,0,0,0,0,0,0
2021-01,경춘선,218,굴봉산,0,0,23,1,36,2,75,31,141,179,136,202,116,403,197,231,180,167,175,122,243,181,261,186,225,131,126,71,67,116,27,87,33,79,26,50,3,20,3,11,1,3,0,0,0,0,0,0
2021-01,경춘선,219,백양리,0,0,4,28,11,24,34,360,145,547,72,251,88,446,271,402,221,269,267,209,239,210,539,159,401,190,624,126,455,76,201,64,200,100,214,159,30,70,6,30,0,5,0,0,0,0,0,0
2021-01,경춘선,220,강촌,5,0,81,5,130,48,194,190,312,668,250,628,284,1015,447,1060,443,638,504,491,815,581,953,446,1120,431,997,304,561,354,258,225,144,195,146,194,56,143,12,75,0,2,0,0,0,0,0,0
2021-01,경춘선,221,김유정,0,0,41,9,147,19,198,194,206,364,199,362,195,661,319,618,329,568,439,463,682,418,771,381,706,258,525,257,327,279,159,203,119,128,55,119,23,62,28,45,1,14,0,0,0,0,0,0
2021-01,경춘선,222,남춘천,328,2,997,19,2525,507,2768,1379,2725,2260,2432,2242,2436,1889,2614,3601,2960,4878,3458,3112,4185,3002,4085,4059,3815,2861,3496,3304,2992,3292,2362,5682,2032,2284,1855,1944,580,2346,195,923,2,484,0,0,0,0,0,0
2021-01,경춘선,223,춘천,201,1,434,9,1136,225,977,804,1027,1285,1121,1188,1057,930,1262,2081,1307,1932,1708,2423,2290,1643,2891,2212,2489,1296,2429,1311,1967,1147,1040,1863,728,860,619,689,173,646,25,549,1,169,0,0,0,0,0,0
2021-01,수인선,340,고색,299,3,1430,275,4205,1485,8456,10703,9127,13503,3663,2449,2385,1480,2529,1889,2838,1971,2581,2373,2585,2413,2646,2456,3469,3455,7657,4478,12543,6604,3794,6930,3862,6472,3947,4789,875,2352,251,1177,4,564,0,0,0,0,0,0
2021-01,수인선,341,오목천,0,0,337,16,2740,1123,5678,2228,5706,3512,3422,1939,2532,1430,2692,1503,3068,1605,2550,2156,2294,1921,2292,2368,3128,3197,3652,3191,4196,7313,1871,4531,1222,2522,1022,3053,780,2419,260,936,1,90,0,0,0,0,0,0
2021-01,수인선,342,어천,0,0,90,0,431,400,761,1335,937,1279,756,555,610,530,734,623,802,573,902,702,670,632,797,604,888,928,1133,930,1849,1463,802,1023,452,582,329,712,226,508,62,138,0,15,0,0,0,0,0,0
