사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2021-01,8호선,541,단대오거리,11,4,6989,1922,13895,6792,30175,10746,36083,17425,19510,8747,12147,7039,11210,6934,11530,8044,11479,8862,10631,9581,10416,12905,11546,15396,15357,18223,20021,30817,9438,25915,6467,16494,5488,18311,2199,9480,785,4157,0,99,0,0,0,0,0,0
2021-01,8호선,542,신흥,6,0,3297,774,4793,3108,11123,2977,14262,6307,8380,4544,5596,4585,5503,4997,5580,5200,6138,5772,6096,6354,6182,7881,6721,8331,7406,9960,7360,14592,4139,11511,4031,7395,3059,8517,1415,4113,445,1664,0,47,0,0,0,0,0,0
2021-01,8호선,543,수진,2,0,3393,373,5726,2108,14130,2833,19543,6193,9745,4565,6430,4870,6230,4926,6710,4669,6821,6070,5894,6390,6280,6808,6579,7842,6970,8474,7119,13757,3698,11596,3474,7489,2786,8747,1366,4660,565,1895,3,48,0,0,0,0,0,0
2021-01,8호선,544,모란,7,0,1642,508,2833,2535,6935,3326,9184,5732,6423,4193,5102,3999,5679,4453,5682,4317,6461,5660,7162,5543,8188,5164,7571,5400,7497,6117,8525,7598,4717,4594,4346,2705,5399,3805,1851,1956,750,709,4,101,0,0,0,0,0,0
2021-01,9호선,602,개화,9,0,1321,167,4083,1929,9201,2692,6435,4468,2474,2231,1605,1390,1593,1424,1735,1537,1686,1462,1742,1329,1845,1652,2953,1481,4571,2241,4999,4175,2159,3829,1782,2292,1020,1783,414,1143,157,409,0,53,0,0,0,0,0,0
2021-01,9호선,603,김포공항,21,0,1278,556,2784,5901,6725,12986,8410,16450,6026,14219,5235,12568,7177,12923,7633,13236,8611,16934,11662,16513,11823,16029,11161,18099,13840,18268,17243,19950,12756,14597,14318,6722,11463,3545,4803,1724,442,675,16,178,0,0,0,0,0,0
2021-01,9호선,604,공항시장,1,0,2732,162,3542,1044,7016,1344,7780,3070,4572,2299,3500,2680,3430,2564,3638,2941,3506,3366,3449,3485,3213,4176,3239,4903,3519,5927,3410,8742,2055,8296,1974,5308,1701,5360,679,3478,245,1388,0,31,0,0,0,0,0,0
2021-01,9호선,605,신방화,3,0,3621,635,8712,2605,21200,3306,20825,8058,10973,4808,7502,4098,7094,4760,7417,5713,7599,5882,7170,6087,7063,8502,7557,8891,7582,11370,7897,20420,3981,18243,4000,10409,3240,11900,1536,5901,452,2322,0,49,0,0,0,0,0,0
2021-01,9호선,606,마곡나루(서울식물원),4,0,2657,654,6858,6488,20761,9765,21917,32892,10872,17895,7561,8992,7806,7565,9025,8159,9558,8822,9610,9385,11495,9863,13512,10951,21360,15912,31314,25325,14301,22625,13560,12754,14449,14010,4102,7124,1262,3215,12,134,0,0,0,0,0,0
2021-01,9호선,607,양천향교,2,0,3462,946,7300,3830,23504,8266,23956,30162,11339,12504,8453,6110,8247,5755,9549,6828,9327,6875,8845,7933,9623,8253,10437,9628,15112,13463,25178,23176,9233,22690,6155,14059,5863,14163,2220,7980,724,3284,0,3,0,0,0,0,0,0
2021-01,9호선,608,가양,46,2,11547,1336,19095,8000,55488,16980,58491,34115,31783,22029,21752,13019,21337,14344,22427,14695,22188,17635,19928,19197,21421,21498,23486,26039,27292,32218,34979,56545,17029,50253,12992,28908,11711,33089,4268,16083,978,6749,0,509,0,0,0,0,0,0
2021-01,9호선,609,증미,3,1,1751,648,5795,2518,16294,6877,16810,28537,8410,11354,5962,6100,6312,5065,6796,6076,7372,6558,7476,6769,8080,8319,8514,8256,12814,9553,25464,17717,8807,15954,6379,7699,4726,8374,1579,4094,479,1794,0,0,0,0,0,0,0,0
2021-01,9호선,610,등촌,6,0,4309,670,10694,2973,31843,5053,39682,15369,17333,8903,11327,6755,11210,7712,12234,8859,12177,10684,12009,10605,11804,14022,11602,15250,12343,21120,15683,34030,7466,31643,6227,16811,5995,16718,2631,8743,714,3690,0,0,0,0,0,0,0,0
2021-01,9호선,611,염창,1,0,8843,492,20026,3834,58515,6631,65455,19667,33749,9662,19556,7845,16645,8204,17050,10902,17009,11381,14637,13090,13784,16954,14242,20162,16848,34434,19524,58667,10167,54072,8484,32374,8216,35073,3330,16386,832,6859,0,47,0,0,0,0,0,0
2021-01,9호선,612,신목동,2,1,1605,281,4521,1541,13860,1994,14240,4532,6384,1943,3821,1554,3292,2184,3730,2442,3748,2806,3362,2947,3580,3003,3850,4076,4320,6143,4493,11436,2020,10348,1423,5561,1793,7220,903,2990,224,1279,0,0,0,0,0,0,0,0
2021-01,9호선,613,선유도,3,0,1348,866,4120,3472,14917,8487,18288,30539,7742,14534,4989,5393,5446,5307,6192,5063,6338,5902,6201,5931,7203,6300,8360,6740,14482,8885,28924,16194,11420,13718,6442,7103,5784,7559,2567,3626,782,1664,0,1,0,0,0,0,0,0
2021-01,9호선,614,당산,40,0,6270,1052,13612,4960,39811,11625,45781,34349,25614,19501,17083,12052,17237,12627,18710,13972,18880,15210,17955,15943,18528,18285,19904,21229,25011,32508,37386,52078,19441,39674,16891,25696,17444,29836,5924,12964,1970,6491,1,169,0,0,0,0,0,0
2021-01,9호선,615,국회의사당,5,0,592,1518,1398,7080,3179,32882,4654,115895,3969,53823,4853,17152,7445,11605,8223,9939,9794,11342,12821,9101,15253,7627,19806,6877,52961,7735,91505,7163,32011,4451,20807,2785,21181,3339,6677,1428,1628,672,0,0,0,0,0,0,0,0
2021-01,9호선,616,여의도,2,0,2007,1754,2950,17226,6322,105212,8244,122546,8020,50011,8626,17880,12239,16671,12193,15144,14871,16159,16951,14166,21693,12619,32702,12708,91951,14239,112565,16004,50239,10609,37914,7002,36801,7552,7698,3064,1776,1527,1,41,0,0,0,0,0,0
2021-01,9호선,617,샛강,19,0,810,762,1490,3631,3551,12428,4780,31092,3223,12515,2896,5995,3766,5188,3839,4811,4910,4762,5381,5210,6499,4474,8301,4610,15350,6278,25232,8332,9588,4752,7402,3098,8743,3480,2483,1270,873,707,0,0,0,0,0,0,0,0
2021-01,9호선,618,노량진,247,4,12063,1380,18093,10255,45706,27885,70900,47886,38865,23567,23216,17428,21836,17954,24899,22743,26582,24229,24599,22510,24048,27070,26255,30849,32966,44815,41637,65737,22861,46218,30906,29906,32614,36277,6604,16516,2124,8071,1,731,0,0,0,0,0,0
2021-01,9호선,619,노들,13,0,2582,150,3939,959,12248,1758,16543,2935,9082,2253,5573,2346,4840,2467,5081,3090,5440,3546,4791,3647,4217,5173,4516,5572,4694,7965,4430,13687,2503,10937,2092,6233,2007,7846,1033,3296,368,1782,0,37,0,0,0,0,0,0
2021-01,9호선,620,흑석(중앙대입구),10,0,2439,882,4604,5196,12833,8901,17417,12286,10441,9240,8602,7859,8835,6640,8753,7428,9359,9215,9738,7699,10080,9779,12291,10685,15301,13682,11210,20874,6950,14857,6539,10064,6045,11439,3095,5058,892,2414,0,5,0,0,0,0,0,0
2021-01,9호선,621,동작(현충원),15,0,854,190,1249,1209,3923,1240,5077,2139,2875,1411,1892,1043,1798,1080,1741,1020,1761,1178,1846,1434,1745,1315,2310,1376,2175,2208,3111,3672,1546,2738,1216,1550,1216,2189,639,911,160,489,0,122,0,0,0,0,0,0
2021-01,9호선,622,구반포,2,0,388,202,1463,1385,3512,2827,4854,6387,3369,4314,2461,3027,2380,3022,2971,3298,3327,3635,3522,3341,3693,3466,4162,3628,5299,4399,7553,6304,3643,4505,3127,2684,3132,3632,913,1533,205,835,0,17,0,0,0,0,0,0
2021-01,9호선,623,신반포,0,0,287,444,1605,5211,4295,4506,5746,7156,3469,4775,2510,2962,2579,2371,2929,2618,3336,3264,3177,2835,4402,3084,6596,3055,8004,3983,7069,6164,3899,4276,2526,2610,2534,3795,894,1364,230,791,0,0,0,0,0,0,0,0
2021-01,9호선,624,고속터미널,7,0,1505,1064,3772,9581,11358,12522,15522,20029,10963,20608,8692,18107,10049,19991,12341,19846,14032,21763,15642,21538,18136,22802,20708,22201,23712,25061,24425,30627,20497,20246,18637,12421,15660,14005,6035,4845,1426,2382,0,72,0,0,0,0,0,0
2021-01,9호선,625,사평,16,0,719,144,2139,2646,6778,3301,7892,5477,4769,3199,2898,2168,3167,2369,3551,2750,3651,3146,3385,3037,4042,3209,5111,4217,5689,5413,5560,8462,3189,6929,2070,3778,1931,5083,822,1714,205,775,1,65,0,0,0,0,0,0
2021-01,9호선,626,신논현,22,0,2204,1549,9957,12967,23865,35296,33372,75610,21609,83881,17980,46432,22389,35007,26944,31978,29635,39055,32934,35927,39581,35259,47674,37493,65662,44091,92171,59334,68028,34368,58403,18068,64403,19933,15873,8788,4085,4017,8,922,0,0,0,0,0,0
2021-01,공항철도 1호선,640,서울역,70,1,1392,440,1517,5322,6343,9319,8828,15513,5230,9940,4942,7598,5762,7988,7776,8048,8008,7475,7307,6674,9630,7242,10975,7510,13682,8036,18078,10229,12430,8376,8672,4817,9626,5506,5392,2207,2291,876,0,511,0,0,0,0,0,0
2021-01,공항철도 1호선,641,공덕,30,0,675,178,1352,1047,4437,2788,4050,8430,2276,4495,1456,2463,1608,2224,1877,2265,2059,2348,1861,2274,1866,2846,2250,3060,3811,4387,6787,7902,3120,5338,2691,2741,2957,3297,716,1741,223,907,9,290,0,1,0,0,0,0
2021-01,공항철도 1호선,642,홍대입구,42,2,1576,309,2549,2360,6434,5322,8596,15965,5543,13959,4539,9752,5157,10032,6707,11571,7532,12862,8384,12314,10340,12314,12835,12734,16882,13798,20869,17558,15639,11032,17807,5904,22173,6676,5642,3979,2034,2198,119,475,0,0,0,0,0,0
2021-01,공항철도 1호선,643,디지털미디어시티,46,2,2132,633,4788,4176,14429,20524,15291,70610,9151,33309,5712,12532,5812,7377,6889,8350,7425,7967,7836,7007,9385,6846,13204,7524,31475,10490,73399,17978,28917,12185,17694,7082,17476,7506,5300,3891,1737,1721,115,499,0,0,0,0,0,0
2021-01,공항철도 1호선,644,마곡나루(서울식물원),3,1,1067,822,2354,6014,7382,15640,8662,40176,4459,19814,2575,5372,2903,3275,3480,3471,3320,3493,3616,3367,5205,3284,9470,3615,27458,5313,33003,8945,13489,5703,8161,3542,6970,4495,2566,2178,803,1005,106,838,0,0,0,0,0,0
2021-01,공항철도 1호선,645,김포공항,14,0,1616,1010,2573,6406,5030,15670,9200,15838,8450,9018,8109,7054,12144,6505,10861,7387,11911,8386,17644,7753,14774,7149,12300,8609,18210,8979,22745,8863,17639,6577,17627,3330,17636,1870,11688,937,1075,389,57,200,0,0,0,0,0,0
2021-01,공항철도 1호선,646,계양,3,0,5805,340,14405,1932,39800,2765,34381,4041,17580,3495,10088,2694,9026,3091,8950,3984,7636,4893,6323,5680,6064,7045,6748,9523,6411,15402,5833,30225,3215,31750,2344,17413,2338,19615,1235,11009,359,3765,46,575,0,0,0,0,0,0
2021-01,공항철도 1호선,647,검암,345,0,5120,176,11336,1503,28979,5927,22094,12562,10367,4216,6823,2985,6571,2837,6176,3401,5650,4263,5014,4590,4789,5131,5830,6395,7083,10392,11131,20496,3977,22632,3395,11619,2983,13037,1330,9003,341,3069,75,1055,0,0,0,0,0,0
2021-01,공항철도 1호선,648,청라국제도시,27,0,2683,90,12218,2859,24222,6203,15299,15818,7052,4747,4989,2306,5072,2283,5682,3451,4708,3527,4217,3363,4678,4037,6015,5441,9293,7495,17610,16169,4612,19597,3082,10499,2749,9866,1984,8115,443,2223,46,612,0,0,0,0,0,0
2021-01,공항철도 1호선,649,운서,14,0,4835,356,8252,4347,14394,6820,15524,10618,6349,6327,6386,3610,7307,4263,7433,4488,6541,5738,6741,5738,7119,7314,8335,7964,11062,9693,9169,18231,4901,12901,5157,9610,5281,9331,2185,8231,802,2909,60,878,0,0,0,0,0,0
2021-01,공항철도 1호선,650,공항화물청사,2,0,349,499,1029,6445,1581,12869,2235,18252,1537,3492,555,1580,631,2654,944,2685,1179,1368,1857,927,2736,625,4285,1213,8115,1193,15620,823,3796,939,2070,1507,2492,940,2309,210,538,75,0,17,0,0,0,0,0,0
2021-01,공항철도 1호선,651,인천공항1터미널,0,0,665,2476,1704,5217,2996,10596,5466,17710,4682,4632,1550,4321,2527,6807,2405,6690,3682,4571,4446,4192,7432,4795,5705,4344,10586,6532,15847,2701,6513,1911,4433,2667,5274,1950,2602,963,524,513,3,266,0,0,0,0,0,0
2021-01,공항철도 1호선,652,인천공항2터미널,0,0,693,1386,1212,3719,1551,7518,3447,8377,3249,2706,932,2023,1169,4582,1170,3250,1987,2094,2434,1880,5024,1883,3510,2311,6689,3824,9071,1168,3650,739,2493,668,2430,1011,1245,375,213,176,0,146,0,0,0,0,0,0
2021-01,공항철도 1호선,653,영종,1,0,1539,145,4625,1135,8291,1697,6178,3122,4230,1988,3642,1406,3567,2132,3961,2683,3295,2389,3054,3635,3141,3368,3583,3496,3583,5436,2854,5853,1834,8301,1596,4934,1626,5045,859,3893,311,1578,38,490,0,0,0,0,0,0
2021-01,9호선2~3단계,627,언주,2,0,958,814,2130,6601,5091,15140,7390,48786,6141,34084,6042,16376,7403,9185,8826,8792,9277,10146,10802,9263,12467,8372,15798,8126,29116,8768,44047,10197,21968,8214,13731,5353,13000,6413,5459,2863,1309,1546,2,40,0,0,0,0,0,0
2021-01,9호선2~3단계,628,선정릉,0,0,803,825,2804,4715,6700,13086,7635,45102,5465,36557,4682,14696,5313,8632,6131,8059,7219,9148,8373,8564,9402,7328,12328,7797,21449,8665,40659,10556,23325,7975,12844,5464,12819,7689,5572,2900,1249,1262,1,11,0,0,0,0,0,0
2021-01,9호선2~3단계,629,삼성중앙,0,0,555,380,1861,3417,4124,11839,5381,32362,4373,24839,3574,9452,3742,4939,4532,4815,5613,6489,6286,4881,7306,5816,8522,4889,18774,6615,31629,8586,14576,6174,9932,4178,9232,4554,3131,1941,776,1073,0,1,0,0,0,0,0,0
2021-01,9호선2~3단계,630,봉은사,0,0,1003,974,3775,9000,7391,26702,8172,72133,6180,49018,6162,19974,7857,16913,10522,15165,12524,15937,14351,15981,17490,13348,22814,12924,42689,13666,67797,15175,36213,9581,27466,5302,24664,6590,6440,2431,1101,914,0,0,0,0,0,0,0,0
2021-01,9호선2~3단계,631,종합운동장,0,0,804,155,2578,1525,7174,4395,8314,8657,5606,6397,3467,3325,3505,3157,4057,3615,4291,3872,4402,4081,4669,4168,5321,4708,7644,7130,10461,11500,6153,7856,5093,4723,5714,5749,1795,2382,470,972,0,4,0,0,0,0,0,0
2021-01,9호선2~3단계,632,삼전,2,0,3219,430,5873,1854,14999,3474,24867,8931,15676,5934,8154,4426,7039,4112,7081,5010,7446,5503,7005,6251,6958,6935,7243,8369,8571,13300,10241,21004,5486,19121,5001,11563,4572,14076,2178,6516,594,3168,0,120,0,0,0,0,0,0
2021-01,9호선2~3단계,633,석촌고분,4,1,1762,261,4079,1584,11860,3138,21028,10513,12958,8163,6798,4328,6029,4043,6551,4814,6756,5193,6098,5389,6157,6427,6768,7142,8265,10563,11050,19222,5637,15219,4550,10410,4231,11111,2061,5205,554,2403,0,22,0,0,0,0,0,0
2021-01,9호선2~3단계,634,석촌,1,0,2128,115,6120,1386,17541,3634,23034,7757,14844,7796,8162,5115,7670,5515,7987,5682,8358,6800,7904,6557,8054,7492,9089,8950,10495,12823,12313,21162,7173,18217,6838,10030,7945,13185,3238,5819,672,1965,0,82,0,0,0,0,0,0
2021-01,9호선2~3단계,635,송파나루,0,0,1522,136,2762,1301,9186,2723,13196,8848,7890,6777,4617,4119,4391,4084,4469,4300,4910,5732,4918,4903,5201,5681,5289,6969,6870,9219,9973,14645,5228,12241,5926,5656,5471,7161,1617,3821,405,1595,1,75,0,0,0,0,0,0
2021-01,9호선2~3단계,636,한성백제,0,0,535,79,1829,1234,4865,1427,6726,5061,3688,2693,2337,1834,2276,2028,2508,2127,2711,2248,2788,2657,3076,2405,3726,2647,4301,3400,5461,5848,2161,5002,2018,3044,1836,3299,906,1714,245,659,1,27,0,0,0,0,0,0
2021-01,9호선2~3단계,637,올림픽공원(한국체대),6,0,1087,209,4816,3257,11140,3536,13048,9603,9143,6347,5086,3718,4968,3789,5361,4833,5628,4859,5381,5483,6164,5239,7835,5694,10559,8056,11448,13363,4651,10943,3326,8036,2951,9817,1530,4241,341,1487,1,62,0,1,0,0,0,0
2021-01,9호선2~3단계,638,둔촌오륜,0,0,140,200,774,1703,2911,1481,3164,1830,1499,718,834,565,833,543,874,651,986,736,1018,671,1176,807,1955,906,2461,1616,1796,2131,718,2017,394,1136,360,1533,146,791,51,330,0,12,0,0,0,0,0,0
2021-01,9호선2~3단계,639,중앙보훈병원,2,1,1819,410,8325,4786,26349,8449,27402,15321,17715,9738,12882,9550,12150,6023,10396,7858,7839,10319,11973,8333,12872,7320,10976,6454,14595,11159,10290,19755,3690,18691,2602,9716,2469,12327,1543,6410,334,1643,0,240,0,0,0,0,0,0
2021-01,우이신설선,697,북한산우이,2,0,1024,450,1868,1610,6070,1549,6683,2898,3501,4734,2851,5861,2802,4433,3960,3785,4218,3550,4629,3350,5102,2939,5264,2744,3817,2772,2279,4045,1187,3656,970,2318,616,2097,305,1228,180,470,1,46,0,0,0,0,0,0
2021-01,우이신설선,698,솔밭공원,0,0,1245,413,2829,742,7221,1087,7341,1731,4816,1424,3477,1738,3137,1855,3101,2494,3175,2760,2780,2906,2715,3248,2641,3810,2267,4065,1809,6425,1160,6488,805,3749,571,3713,422,2141,162,738,2,36,0,0,0,0,0,0
2021-01,우이신설선,699,4.19민주묘지,0,0,1078,60,2276,497,6008,1099,6823,4036,4620,2806,3516,2585,3509,2526,3528,3196,3978,3501,4418,3355,4406,3731,3910,4004,3921,4267,2997,6101,1703,6251,1507,3342,1196,3416,545,1916,229,836,0,1,0,0,0,0,0,0
2021-01,우이신설선,700,가오리,3,0,1838,256,4591,945,12515,1903,13053,3899,7810,2490,5565,2750,4991,3085,5376,3715,5421,3778,4637,4283,4136,5676,3703,6716,3958,7527,3541,11393,2116,11420,1603,6781,1169,6132,774,3743,201,1340,3,3,0,0,0,0,0,0
2021-01,우이신설선,701,화계,4,0,1331,472,2805,1123,9790,1257,11643,3252,6625,2584,4599,2490,4164,2754,4241,3189,4172,3743,4109,3722,3760,4438,3449,4964,3280,5471,3021,8695,2159,8255,1418,4950,1104,4738,564,2481,191,984,2,2,0,0,0,0,0,0
2021-01,우이신설선,702,삼양,0,0,874,192,1916,724,5165,782,6190,2568,4034,1859,2972,2068,2648,2015,2840,2230,3032,2614,2713,3202,2515,3986,2496,3919,2039,3775,2138,5761,1377,5118,1154,2960,811,2985,312,1500,107,614,0,0,0,0,0,0,0,0
2021-01,우이신설선,703,삼양사거리,1,0,902,149,2012,809,5277,1497,6659,3310,3966,2605,3363,2370,3110,2519,3494,2721,3637,3159,3265,3341,3251,4307,2910,4353,2685,4422,2797,6290,1817,5130,1301,2895,1276,2673,556,1312,186,628,0,0,0,0,0,0,0,0
2021-01,우이신설선,704,솔샘,2,1,2074,229,7129,817,21985,1842,22810,3418,11947,2412,7352,2681,6271,2851,6343,3746,6216,4197,5221,4525,5055,6001,4837,7368,4178,10218,3601,19221,2228,18661,1830,9880,1535,10412,820,5133,236,2187,0,0,0,0,0,0,0,0
2021-01,우이신설선,705,북한산보국문,2,0,1565,487,5142,1641,14840,2772,19240,6328,12165,4829,7803,3968,6888,4170,7432,4662,7616,5279,6745,5733,6563,6871,7048,8494,6898,11054,6841,17897,3794,15853,2817,9718,2732,10031,1444,4899,654,2139,2,3,0,0,0,0,0,0
2021-01,우이신설선,706,정릉,0,0,1455,367,3906,1399,10359,2359,13429,4635,9110,2922,6319,2745,5687,3114,5968,3702,6182,4037,5591,4751,5464,5930,5373,6532,5069,8600,5696,13674,3018,11028,2037,6557,2041,6675,899,3146,255,1006,1,1,0,0,0,0,0,0
2021-01,우이신설선,707,성신여대입구(돈암),1,0,611,349,755,862,2327,2819,4535,6413,3133,5122,2812,4219,3213,4068,3867,4793,3995,5678,4216,5737,4788,5714,5219,6015,5778,6383,7167,7840,4571,4610,5184,2485,5777,2332,1405,1133,458,523,0,2,0,0,0,0,0,0
2021-01,우이신설선,708,보문,2,0,269,215,585,962,1622,1735,2742,3999,1916,2223,1671,1607,1788,1618,1881,1628,2119,2036,2134,1912,2133,2117,2181,2063,3153,2368,3948,2991,1742,2006,1248,1429,1270,1635,613,667,283,393,0,6,0,0,0,0,0,0
2021-01,우이신설선,709,신설동,5,1,729,521,691,1504,925,3290,1492,10462,1189,6309,1353,3167,1698,2515,2012,2359,2278,2784,2767,2235,3823,1931,4055,1570,6176,1604,8853,1435,3740,888,2457,748,2270,869,890,340,209,398,3,188,0,0,0,0,0,0
